name	record_va	marker_va	layout	n_methods	n_slots	typeinfo_va
N11FrameEngine28DataConfig_DataConfigDynamicE	0x6a8f030	0x6a8f0c0	C	15	16	0x720a800
N11FrameEngine9Interface12ActorMark_DCE	0x6a8f120	0x6a8f1c0	E	7	13	0x720a800
N11FrameEngine9Interface12ActorBuff_DCE	0x6a8f1b0	0x6a8f250	E	7	13	0x720a800
N11FrameEngine9Interface9Bullet_DCE	0x6a8f240	0x6a8f2e0	E	7	13	0x720a800
N11FrameEngine9Interface18BattleLevelRule_DCE	0x6a8f308	0x6a8f380	A	6	11	0x720a800
N11FrameEngine5Logic10MapDataSetE	0x6a8f410	0x6a8f490	B	6	11	0x720a800
N11FrameEngine9Interface14BattleActor_DCE	0x6a8f528	0x6a8f5a0	A	6	11	0x720a800
N11FrameEngine9Interface8ActorResE	0x6a8f640	0x6a8f6d0	C	10	16	0x720a800
N11FrameEngine9Interface24HeroComponentLevelMgr_DCE	0x6a8f768	0x6a8f7e0	A	6	11	0x720a800
N11FrameEngine9Interface23MonsterComponentSkin_DCE	0x6a8f878	0x6a8f8f0	A	6	11	0x720a800
N11FrameEngine9Interface20HeroComponentSkin_DCE	0x6a8f988	0x6a8fa00	A	6	11	0x720a800
N11FrameEngine9Interface14SkinSummonDataE	0x6a8fa90	0x6a8fb10	B	6	11	0x720a800
N11FrameEngine9Interface43FEEventMsgActorLgcRenderer_SetReflectShaderE	0x6a8fd60	0x6a8fdf0	C	10	16	0x720a800
N11FrameEngine9Interface12WalkableDataE	0x6a8fe88	0x6a8ff00	A	6	11	0x720a800
N11FrameEngine9Interface15FixLevelRawDataE	0x6a8ff98	0x6a90010	A	6	11	0x720a800
N11FrameEngine5Logic15SamplePointInfoE	0x6a90070	0x6a90110	E	7	13	0x720a800
N11FrameEngine9Interface17FixNavmeshRawDataE	0x6a90138	0x6a901b0	A	6	11	0x720a800
N11FrameEngine9Interface12ObstacleInfoE	0x6a90210	0x6a902b0	E	7	13	0x720a800
N11FrameEngine9Interface13FixFowRawDataE	0x6a902d8	0x6a90350	A	6	11	0x720a800
N11FrameEngine9Interface17FixLevelObstaclesE	0x6a903e8	0x6a90460	A	6	11	0x720a800
N11FrameEngine9Interface11FilterEntryE	0x6a904f8	0x6a90570	A	6	11	0x720a800
N11FrameEngine5Logic22SoldierSkillFlowDefineE	0x6a90ec0	0x6a90f40	B	6	11	0x720a800
N11FrameEngine5Logic22SoldierSkillFlowDefineE	0x6a91060	0x6a910f0	C	15	16	
N11FrameEngine5Logic11BattleLevelE	0x6a91148	0x6a911d8	F	7	13	0x720a890
	0x6a91370	0x6a91400	C	15	16	
N11FrameEngine5Logic9ActorBuffE	0x6a914c8	0x6a91558	F	7	13	0x720a890
19SafeRef_BattleActor	0x6a91678	0x6a91708	F	12	13	0x720a890
14SafeRef_Bullet	0x6a917e8	0x6a91878	F	12	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic10EffectBaseENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a91880	0x6a91920	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic10EffectBaseENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a91910	0x6a919b0	E	7	13	0x720a800
N11FrameEngine5Logic30LgcMsg_ACTOR_ON_BUFFFLOW_EVENTE	0x6a92420	0x6a924b0	C	15	16	
N11FrameEngine5Logic15BattleLevelRuleE	0x6a92508	0x6a92598	F	7	13	0x720a890
N11FrameEngine5Logic20BattleAwardCaculatorE	0x6a925d0	0x6a92670	E	8	13	0x720a800
N11FrameEngine5Logic24ExtraLowestGoldAwardRuleE	0x6a92660	0x6a92700	E	8	13	0x720a800
	0x6a92a80	0x6a92b10	C	13	16	
N11FrameEngine13DataShellListIiNS_15DataShellConfig9IsDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6a92ce0	0x6a92d80	E	7	13	0x720a800
N11FrameEngine5Logic24BattlePlayerAddMoneyArgsE	0x6a92d70	0x6a92e10	E	8	13	0x720a800
	0x6a92f00	0x6a92f90	C	15	16	
N11FrameEngine5Logic6BattleE	0x6a92fe8	0x6a93078	F	7	13	0x720a890
N11FrameEngine5Logic15CppHotFixHelperE	0x6a930e0	0x6a93170	C	11	16	0x720a800
N11FrameEngine19DataShellDictionaryIiiNS_15DataShellConfig9IsDemDataENS1_11NotSyncDataENS1_12NotSharedPtrEEE	0x6a931f0	0x6a93280	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIiNS_6Common5Fix64ENS_15DataShellConfig9IsDemDataENS3_11NotSyncDataENS3_12NotSharedPtrEEE	0x6a93300	0x6a93390	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic11BattleActorENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a933f0	0x6a93490	E	7	13	0x720a800
N11FrameEngine13DataShellListINS_6Common5Fix64ENS_15DataShellConfig9IsDemDataENS3_11NotSyncDataENS3_12NotSharedPtrEEE	0x6a93480	0x6a93520	E	7	13	0x720a800
N11FrameEngine5Logic13BattleFlowMgrE	0x6a93510	0x6a935b0	E	8	13	0x720a800
N11FrameEngine5Logic12ViolationMgrE	0x6a93678	0x6a93708	F	12	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic18TeamViolationLogicENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a93710	0x6a937b0	E	7	13	0x720a800
N11FrameEngine5Logic12BonusGameMgrE	0x6a93878	0x6a93908	F	12	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic17GamePlayComponentENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a93910	0x6a939b0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic18BattleDisguiseNodeENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a939a0	0x6a93a40	E	7	13	0x720a800
N11FrameEngine6Common8RPNUtilsE	0x6a93af8	0x6a93b88	F	12	13	0x720a890
N11FrameEngine5Logic24FixGameObjectIDGeneratorE	0x6a93b90	0x6a93c30	E	8	13	0x720a800
N11FrameEngine5Logic12SubBattleMgrE	0x6a93cf8	0x6a93d88	F	12	13	0x720a890
N11FrameEngine5Logic13SubBattlePoolE	0x6a93d90	0x6a93e30	E	8	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic9SubBattleENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a93e20	0x6a93ec0	E	7	13	0x720a800
N11FrameEngine5Logic15EvacuateDataMgrE	0x6a93f88	0x6a94018	F	12	13	0x720a890
N11FrameEngine19DataShellDictionaryIiPNS_5Logic21EvacuateDepotItemDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a94040	0x6a940d0	C	10	16	0x720a800
N11FrameEngine5Logic14HexAramDataMgrE	0x6a94130	0x6a941d0	E	8	13	0x720a800
N11FrameEngine5Logic11RuinDataMgrE	0x6a94298	0x6a94328	F	12	13	0x720a890
N11FrameEngine5Logic11RuinDataMgrE	0x6a943f0	0x6a94480	C	15	16	
N11FrameEngine5Logic13CherryDataMgrE	0x6a94508	0x6a94598	F	11	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic10CherryTeamENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a945a0	0x6a94640	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic10CherryTeamENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a946f0	0x6a94780	C	15	16	
N11FrameEngine5Logic13PixiuAwardMgrE	0x6a94808	0x6a94898	F	11	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic12PixiuBetInfoENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a948a0	0x6a94940	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic12BattlePlayerENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a94930	0x6a949d0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic12BattlePlayerENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a94a70	0x6a94b00	C	15	16	
N11FrameEngine5Logic18CherryTeamMatchMgrE	0x6a94b88	0x6a94c18	F	11	13	0x720a890
N11FrameEngine5Logic18CherryAwardDataMgrE	0x6a94cf8	0x6a94d88	F	12	13	0x720a890
N11FrameEngine5Logic18CherryRoundDataMgrE	0x6a94d90	0x6a94e30	E	8	13	0x720a800
N11FrameEngine5Logic18CherryRoundDataMgrE	0x6a94ee0	0x6a94f70	C	15	16	
N11FrameEngine5Logic9BattleFowE	0x6a94ff8	0x6a95088	F	11	13	0x720a890
N11FrameEngine5Logic14SkillUseObjMgrE	0x6a95090	0x6a95130	E	8	13	0x720a800
N11FrameEngine5Logic11SkinVisiMgrE	0x6a95120	0x6a951c0	E	8	13	0x720a800
N11FrameEngine5Logic14BattleEventMgrE	0x6a951b0	0x6a95250	E	8	13	0x720a800
N11FrameEngine5Logic14BattleEventMgrE	0x6a95300	0x6a95390	C	15	16	
N11FrameEngine5Logic20BattleGlobalVariableE	0x6a95418	0x6a954a8	F	11	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic13CustomVarBaseENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a954b0	0x6a95550	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic9MapAnchorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a95560	0x6a955f0	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic11BattleActorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a95670	0x6a95700	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIiNS_6Common5Fix64ENS_15DataShellConfig9IsDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6a95780	0x6a95810	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIiiNS_15DataShellConfig9IsDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6a95890	0x6a95920	C	10	16	0x720a800
N11FrameEngine5Logic17PlayerIDGeneratorE	0x6a95980	0x6a95a20	E	8	13	0x720a800
N11FrameEngine5Logic13GUIDGeneratorE	0x6a95a10	0x6a95ab0	E	8	13	0x720a800
N11FrameEngine5Logic18VisiVarIdGeneratorE	0x6a95aa0	0x6a95b40	E	8	13	0x720a800
N11FrameEngine5Logic10TestingMgrE	0x6a95b30	0x6a95bd0	E	8	13	0x720a800
N11FrameEngine5Logic13MagicFieldMgrE	0x6a95bc0	0x6a95c60	E	8	13	0x720a800
N11FrameEngine5Logic19BulletInitProcessorE	0x6a95c60	0x6a95d00	E	9	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic13FixGameObjectENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a95cf0	0x6a95d90	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIjPNS_5Logic13FixGameObjectENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a95da0	0x6a95e30	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic40HexAramRandomGainRuleMgr_IDIPRejectGroupENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a95e90	0x6a95f30	E	7	13	0x720a800
N11FrameEngine5Logic21BattleReviveCaculatorE	0x6a95f58	0x6a95fd0	A	7	11	0x720a800
	0x6a961d0	0x6a96260	C	15	16	
N11FrameEngine5Logic10EffectBaseE	0x6a962b8	0x6a96348	F	7	13	0x720a890
	0x6a967b0	0x6a96840	C	13	16	
	0x6a96d30	0x6a96dc0	C	13	16	
	0x6a971f0	0x6a97280	C	13	16	
N11FrameEngine8DataSync24IEffectClearBuffTypeSyncE	0x6a974f0	0x6a97580	C	15	16	
N11FrameEngine5Logic10BattleTeamE	0x6a975d8	0x6a97668	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic11BattleActorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a976a0	0x6a97740	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic13BattleMonsterENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a97730	0x6a977d0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic12BattleTurretENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a977c0	0x6a97860	E	7	13	0x720a800
N11FrameEngine15MessUpShellListIPNS_5Logic11BattleActorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a97850	0x6a978f0	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic13BattleTeamVarENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a97900	0x6a97990	C	10	16	0x720a800
N11FrameEngine5Logic13BattleTeamVarE	0x6a97c28	0x6a97cb8	F	12	13	0x720a890
N11FrameEngine5Logic19BattleMonsterGrowthE	0x6a97d60	0x6a97df0	C	11	16	0x720a800
N11FrameEngine5Logic19BattleMonsterGrowthE	0x6a97f20	0x6a97fb0	C	15	16	
N11FrameEngine5Logic14BattleStateMgrE	0x6a98008	0x6a98098	F	7	13	0x720a890
N11FrameEngine5Logic11BattleStateE	0x6a981e8	0x6a98278	F	12	13	0x720a890
	0x6a98560	0x6a985f0	C	13	16	
N11FrameEngine5Logic16BattleKeyInfoMgrE	0x6a987c8	0x6a98840	A	7	11	0x720a800
N11FrameEngine5Logic27SpellBookRandomSkillRuleMgrE	0x6a98978	0x6a989f0	A	7	11	0x720a800
N11FrameEngine5Logic27SpellBookRandomSkillRuleMgrE	0x6a98b20	0x6a98bb0	C	15	16	
N11FrameEngine5Logic16SummonerSkillMgrE	0x6a98c08	0x6a98c98	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic10ActorSkillENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a98cd0	0x6a98d70	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic8ActorVarENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a98d80	0x6a98e10	C	10	16	0x720a800
N11FrameEngine5Logic8ActorVarE	0x6a991e8	0x6a99278	F	11	13	0x720a890
N11FrameEngine5Logic17SkillAIEvaluationE	0x6a99688	0x6a99700	A	7	11	0x720a800
N11FrameEngine5Logic17SkillAIEvaluationE	0x6a99850	0x6a998e0	C	15	16	
N11FrameEngine5Logic9SkillSlotE	0x6a99938	0x6a999c8	F	7	13	0x720a890
N11FrameEngine13DataShellListIiNS_15DataShellConfig10NotDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6a99a00	0x6a99aa0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic16SkillSlotVariantENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a99a90	0x6a99b30	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic19SkillSlotForbidInfoENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a99b40	0x6a99bd0	C	10	16	0x720a800
N11FrameEngine5Logic38LgcMsg_EVENT_MOBA_REPLACE_SKILL_FINISHE	0x6a9a090	0x6a9a120	C	15	16	
N11FrameEngine5Logic23SkillSlotStrengthenInfoE	0x6a9a1a8	0x6a9a238	F	11	13	0x720a890
N11FrameEngine19DataShellDictionaryIiPNS_5Logic15AddSkillGemInfoENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a9a260	0x6a9a2f0	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic22PendingAddSkillGemInfoENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a9a350	0x6a9a3f0	E	7	13	0x720a800
N11FrameEngine5Logic19SlotGemBlackDataSetE	0x6a9a3f0	0x6a9a490	E	9	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic28SlotGemBlackDataSet_ItemDataENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a9a4a0	0x6a9a530	C	10	16	0x720a800
N11FrameEngine5Logic19SlotGemWhiteDataSetE	0x6a9a5a0	0x6a9a640	E	9	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic28SlotGemWhiteDataSet_ItemDataENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6a9a630	0x6a9a6d0	E	7	13	0x720a800
N11FrameEngine5Logic23VirtualSkillSlotVariantE	0x6a9a798	0x6a9a828	F	12	13	0x720a890
	0x6a9a910	0x6a9a9a0	C	15	16	
N11FrameEngine5Logic13SkillStockMgrE	0x6a9a9f8	0x6a9aa88	F	7	13	0x720a890
N11FrameEngine5Logic31LgcMsg_SKILL_LAYER_COUNT_CHANGEE	0x6a9ac30	0x6a9acc0	C	15	16	
N11FrameEngine5Logic14SkillInterruptE	0x6a9ad18	0x6a9ada8	F	7	13	0x720a890
	0x6a9b190	0x6a9b220	C	14	16	
	0x6a9b530	0x6a9b5c0	C	15	16	
N11FrameEngine5Logic17RandomGainRuleMgrE	0x6a9b618	0x6a9b6a8	F	7	13	0x720a890
N11FrameEngine5Logic40HexAramRandomGainRuleMgr_IDIPRejectGroupE	0x6a9b6c0	0x6a9b760	E	9	13	0x720a800
	0x6a9ba60	0x6a9baf0	C	14	16	
	0x6a9bef0	0x6a9bf80	C	15	16	
N11FrameEngine5Logic17HeroRandomGainMgrE	0x6a9bfd8	0x6a9c068	F	7	13	0x720a890
N11FrameEngine19DataShellDictionaryIiPNS_5Logic26HeroRandomGainMgr_GainDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6a9c0c0	0x6a9c150	C	10	16	0x720a800
N11FrameEngine5Logic26HeroRandomGainMgr_GainDataE	0x6a9c808	0x6a9c898	F	12	13	0x720a890
	0x6a9cd60	0x6a9cdf0	C	14	16	
	0x6a9d180	0x6a9d210	C	16	16	
N11FrameEngine5Logic10ActorSkillE	0x6a9d2d8	0x6a9d368	F	7	13	0x720a890
N11FrameEngine5Logic19SkillConfigOverrideE	0x6a9d3c0	0x6a9d460	E	9	13	0x720a800
N11FrameEngine13DataShellListIP19SafeRef_BattleActorNS_15DataShellConfig9IsDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6a9d450	0x6a9d4f0	E	7	13	0x720a800
N11FrameEngine5Logic21SkillVarSummonedActorE	0x6a9de88	0x6a9df18	F	12	13	0x720a890
N11FrameEngine5Logic21PreCalcCritEffectDataE	0x6a9df20	0x6a9dfc0	E	8	13	0x720a800
N11FrameEngine5Logic21PreCalcCritEffectDataE	0x6a9e080	0x6a9e110	C	15	16	
N11FrameEngine5Logic11SkillCDNodeE	0x6a9e168	0x6a9e1f8	F	7	13	0x720a890
N11FrameEngine5Logic30BattleActorSkillSetRemainCDMsgE	0x6a9e390	0x6a9e420	C	15	16	
N11FrameEngine5Logic14PickupSkillMgrE	0x6a9e478	0x6a9e508	F	7	13	0x720a890
	0x6a9e9a0	0x6a9ea30	C	14	16	
N11FrameEngine5Logic19DynamicPassiveSkillE	0x6a9ed10	0x6a9eda0	C	15	16	
N11FrameEngine5Logic13LevelSkillMgrE	0x6a9edf8	0x6a9ee88	F	7	13	0x720a890
	0x6a9f110	0x6a9f1a0	C	14	16	
N11FrameEngine8DataSync22ISkillStockBuffMgrSyncE	0x6a9f410	0x6a9f4a0	C	15	16	
N11FrameEngine5Logic14SkillCDTriggerE	0x6a9f4f8	0x6a9f588	F	7	13	0x720a890
N11FrameEngine5Logic13SkillStateMgrE	0x6a9f728	0x6a9f7b8	F	12	13	0x720a890
N11FrameEngine5Logic16SkillSlotVariantE	0x6a9f898	0x6a9f928	F	12	13	0x720a890
N11FrameEngine5Logic20SkillAIEvaluationMgrE	0x6a9f960	0x6a9f9f0	C	12	16	0x720a800
N11FrameEngine5Logic20SkillAIEvaluationMgrE	0x6a9fb20	0x6a9fbb0	C	15	16	
N11FrameEngine5Logic18SkillInterruptInfoE	0x6a9fc08	0x6a9fc98	F	7	13	0x720a890
N11FrameEngine5Logic19CustomInterruptInfoE	0x6a9fcd0	0x6a9fd70	E	8	13	0x720a800
N11FrameEngine5Logic15SkillConsumeMgrE	0x6a9fd98	0x6a9fe10	A	7	11	0x720a800
N11FrameEngine5Logic15SkillConsumeMgrE	0x6a9ff40	0x6a9ffd0	C	15	16	
N11FrameEngine5Logic11SkillUseObjE	0x6aa0028	0x6aa00b8	F	7	13	0x720a890
18SafeRef_ActorSkill	0x6aa01c8	0x6aa0258	F	12	13	0x720a890
N11FrameEngine5Logic18SkillUseIgnoreInfoE	0x6aa0260	0x6aa0300	E	8	13	0x720a800
N11FrameEngine5Logic18SkillUseIgnoreInfoE	0x6aa03c0	0x6aa0450	C	15	16	
N11FrameEngine5Logic13BattleTeamMgrE	0x6aa04a8	0x6aa0538	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic10BattleTeamENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6aa0570	0x6aa0610	E	7	13	0x720a800
N11FrameEngine5Logic13CustomVarBaseE	0x6aa0818	0x6aa08a8	F	12	13	0x720a890
N11FrameEngine5Logic14CustomVarFix64E	0x6aa1310	0x6aa13a0	C	15	16	
N11FrameEngine5Logic12SurrenderMgrE	0x6aa13f8	0x6aa1488	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic18TeamSurrenderLogicENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6aa14c0	0x6aa1560	E	7	13	0x720a800
N11FrameEngine5Logic18ActorBulletEmitterE	0x6aa1768	0x6aa17e0	A	7	11	0x720a800
N11FrameEngine5Logic11BulletGroupE	0x6aa1878	0x6aa18f0	A	7	11	0x720a800
	0x6aa1d10	0x6aa1da0	C	13	16	
N11FrameEngine5Logic16BulletShaderDataE	0x6aa2300	0x6aa23a0	E	8	13	0x720a800
	0x6aa2660	0x6aa26f0	C	14	16	
	0x6aa2b30	0x6aa2bc0	C	14	16	
N11FrameEngine5Logic32BulletFowComponent_BulletFowNodeE	0x6aa2d90	0x6aa2e30	E	8	13	0x720a800
N11FrameEngine5Logic14InteractiveMgrE	0x6aa2e20	0x6aa2ec0	E	8	13	0x720a800
N11FrameEngine5Logic14InteractiveMgrE	0x6aa2f80	0x6aa3010	C	15	16	
N11FrameEngine5Logic12ActorMarkMgrE	0x6aa3068	0x6aa30f8	F	7	13	0x720a890
N11FrameEngine19DataShellDictionaryIjPNS_5Logic9ActorMarkENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6aa3150	0x6aa31e0	C	10	16	0x720a800
	0x6aa33a0	0x6aa3430	C	15	16	
N11FrameEngine5Logic9ActorMarkE	0x6aa34f8	0x6aa3588	F	7	13	0x720a890
N11FrameEngine5Logic22BattleActorGiveMarkMsgE	0x6aa3970	0x6aa3a00	C	15	16	
N11FrameEngine5Logic9RemakeMgrE	0x6aa3a58	0x6aa3ae8	F	7	13	0x720a890
N11FrameEngine5Logic26LgcMsg_EVENT_REMAKE_RESULTE	0x6aa3dd0	0x6aa3e60	C	15	16	
N11FrameEngine5Logic15TeamRemakeLogicE	0x6aa3eb8	0x6aa3f48	F	7	13	0x720a890
N11FrameEngine5Logic18RemakeMgr_VoteDataE	0x6aa40c0	0x6aa4160	E	8	13	0x720a800
N11FrameEngine5Logic26RemakeMgr_HangUpPlayerDataE	0x6aa4150	0x6aa41f0	E	8	13	0x720a800
N11FrameEngine5Logic20HangUpMgr_HangUpInfoE	0x6aa42b8	0x6aa4348	F	12	13	0x720a890
N11FrameEngine13DataShellListINS_6Common5Fix64ENS_15DataShellConfig10NotDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6aa4350	0x6aa43f0	E	7	13	0x720a800
N11FrameEngine13DataShellListINS_6Common5Fix64ENS_15DataShellConfig10NotDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6aa44b0	0x6aa4540	C	15	16	
N11FrameEngine5Logic9HangUpMgrE	0x6aa4598	0x6aa4628	F	7	13	0x720a890
N11FrameEngine5Logic11HangUpLogicE	0x6aa47a0	0x6aa4840	E	8	13	0x720a800
N11FrameEngine5Logic29LgcMsg_EVENT_HANGUP_AI_RECALLE	0x6aa4a40	0x6aa4ad0	C	15	16	
N11FrameEngine5Logic19BattleTeamStatisticE	0x6aa4b28	0x6aa4bb8	F	7	13	0x720a890
N11FrameEngine5Logic15BattleStatisticE	0x6aa4c28	0x6aa4ca0	A	7	11	0x720a800
N11FrameEngine5Logic15BattleStatisticE	0x6aa4dd0	0x6aa4e60	C	15	16	
N11FrameEngine5Logic20BattleScoringManagerE	0x6aa4eb8	0x6aa4f48	F	7	13	0x720a890
N11FrameEngine5Logic19BattlePlayerWardMgrE	0x6aa4f80	0x6aa5020	E	8	13	0x720a800
N11FrameEngine5Logic26BattlePlayerInteractiveMgrE	0x6aa5040	0x6aa50c0	B	7	11	0x720a800
N11FrameEngine5Logic27BattleScoringDataCollectMgrE	0x6aa5120	0x6aa51c0	E	8	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic23BattleTeamTotalKillInfoENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6aa51b0	0x6aa5250	E	7	13	0x720a800
N11FrameEngine5Logic21BattleScoringDataUtilE	0x6aa5240	0x6aa52e0	E	8	13	0x720a800
N11FrameEngine5Logic32LgcMsg_EVENT_COOPERATION_TO_VISIE	0x6aa5730	0x6aa57c0	C	15	16	
N11FrameEngine5Logic23BattleTeamTotalKillInfoE	0x6aa5848	0x6aa58d8	F	11	13	0x720a890
N11FrameEngine5Logic26BattleScoringApplyBuffItemE	0x6aa58e0	0x6aa5980	E	8	13	0x720a800
N14DataCollectSpc21DcEpicMonsterHurtItemE	0x6aa5970	0x6aa5a10	E	8	13	0x720a800
N11FrameEngine5Logic41BattleScoringManager_StrategicPointStaticE	0x6aa5a00	0x6aa5aa0	E	8	13	0x720a800
N11FrameEngine5Logic37BattleScoringManager_ChangeResultInfoE	0x6aa5a90	0x6aa5b30	E	8	13	0x720a800
N11FrameEngine5Logic37BattleScoringManager_ChangeResultInfoE	0x6aa5bf0	0x6aa5c80	C	15	16	
N11FrameEngine5Logic23BattlePlayerScoringDataE	0x6aa5cd8	0x6aa5d68	F	7	13	0x720a890
N11FrameEngine5Logic27BattlePlayerInteractiveDataE	0x6aa5da0	0x6aa5e40	E	8	13	0x720a800
N11FrameEngine13DataShellListINS_6Common5Fix64ENS_15DataShellConfig9IsDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6aa5e30	0x6aa5ed0	E	7	13	0x720a800
