name	record_va	marker_va	layout	n_methods	n_slots	typeinfo_va
N11FrameEngine5Logic15FowNodeRealTimeE	0x6c78500	0x6c78590	C	12	16	0x720a800
N11FrameEngine9Interface20FowNodeListInPolygonE	0x6c78620	0x6c786a0	B	7	11	0x720a800
N11FrameEngine9Interface15FowMapInfoCacheE	0x6c78730	0x6c787b0	B	7	11	0x720a800
N11FrameEngine9Interface12FowRadiusFixE	0x6c78810	0x6c788b0	E	8	13	0x720a800
	0x6c79070	0x6c79100	C	14	16	
N11FrameEngine5Logic30ActorComponentAuxiliaryMonsterE	0x6c79480	0x6c79510	C	15	16	
N11FrameEngine5Logic19GemSkillMonsterDataE	0x6c79568	0x6c795f8	F	7	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic49FlowActionCreateGemSkillActor_ReplacementSkillVarENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6c79600	0x6c796a0	E	7	13	0x720a800
	0x6c7a020	0x6c7a0b0	C	13	16	
	0x6c7a650	0x6c7a6e0	C	13	16	
N11FrameEngine5Logic24EffectModSkillCD_ModInfoE	0x6c7a8f0	0x6c7a990	E	8	13	0x720a800
	0x6c7adb0	0x6c7ae40	C	13	16	
	0x6c7b480	0x6c7b510	C	13	16	
N11FrameEngine5Logic7DeltaHPE	0x6c7b860	0x6c7b900	E	8	13	0x720a800
	0x6c7bb60	0x6c7bbf0	C	14	16	
N11FrameEngine5Logic21ModifySkillRangeByBufE	0x6c7bd70	0x6c7be10	E	9	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic21ModifySkillRangeByBufENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6c7be00	0x6c7bea0	E	7	13	0x720a800
N11FrameEngine5Logic37LgcMsg_EVENT_APPEND_SHELVES_EQUIPMENTE	0x6c7ccf0	0x6c7cd80	C	10	16	0x720a800
N11FrameEngine5Logic40LgcMsg_EVENT_APPEND_SHELVES_EQUIPMENT_FDE	0x6c7cf70	0x6c7d000	C	10	16	0x720a800
N11FrameEngine5Logic40LgcMsg_EVENT_NOTIFY_INTERACTION_FISTBUMPE	0x6c806a0	0x6c80730	C	10	16	0x720a800
N11FrameEngine5Logic22LgcMsg_EVENT_SEND_CHATE	0x6c81f80	0x6c82010	C	10	16	0x720a800
N11FrameEngine5Logic31LgcMsg_EVENT_SPECIALEVENT_REACHE	0x6c83250	0x6c832e0	C	10	16	0x720a800
N11FrameEngine13DataShellListIP22InputBufferActionLogicNS_15DataShellConfig9IsDemDataENS3_10IsSyncDataENS3_12NotSharedPtrEEE	0x6c86350	0x6c863f0	E	7	13	0x720a800
N11FrameEngine5Logic28SkillGemVarParamAddBuff_ItemE	0x6c863e0	0x6c86480	E	8	13	0x720a800
N11FrameEngine5Logic27SkillGemVarParamAddGem_ItemE	0x6c86470	0x6c86510	E	8	13	0x720a800
N11FrameEngine5Logic31SkillGemVarParamAddGem_SlotItemE	0x6c86500	0x6c865a0	E	8	13	0x720a800
N11FrameEngine5Logic26SkillGemVarParamSingleAttrE	0x6c86638	0x6c866c8	F	11	13	0x720a890
N11FrameEngine5Logic44SkillGemVarParamConditionalBuff_ApplyBuffSetE	0x6c866d0	0x6c86770	E	8	13	0x720a800
N11FrameEngine5Logic48SkillGemVarParamConditionalBuff_ListeningBuffSetE	0x6c86760	0x6c86800	E	8	13	0x720a800
N11FrameEngine5Logic37SkillGemVarParamReplaceGem_GemReplaceE	0x6c867f0	0x6c86890	E	8	13	0x720a800
N11FrameEngine5Logic38SkillGemVarParamReplaceGem_SlotReplaceE	0x6c86880	0x6c86920	E	8	13	0x720a800
N11FrameEngine5Logic16SkillVarListBaseE	0x6c869d8	0x6c86a68	F	11	13	0x720a890
N11FrameEngine5Logic28SkillGemVarParamSkillVarDataE	0x6c86b18	0x6c86ba8	F	11	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic37SkillGemVarParamSkillVarExtraAttrDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c86bb0	0x6c86c50	E	7	13	0x720a800
	0x6c86e90	0x6c86f20	C	14	16	
N11FrameEngine5Logic18SkillVarMultiSkillE	0x6c87138	0x6c871c8	F	11	13	0x720a890
	0x6c87420	0x6c874b0	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic18SkillVarMultiSkillENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c87620	0x6c876c0	E	7	13	0x720a800
N11FrameEngine5Logic21SkillVarSplitSkillDirE	0x6c87758	0x6c877e8	F	11	13	0x720a890
	0x6c87a40	0x6c87ad0	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic21SkillVarSplitSkillDirENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c87c40	0x6c87ce0	E	7	13	0x720a800
N11FrameEngine5Logic21SkillVarSplitSkillRegE	0x6c87d78	0x6c87e08	F	11	13	0x720a890
	0x6c88060	0x6c880f0	C	14	16	
N11FrameEngine13DataShellListIPNS_5Logic21SkillVarSplitSkillRegENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c88260	0x6c88300	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic21SkillVarSummonedActorENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c882f0	0x6c88390	E	7	13	0x720a800
	0x6c885d0	0x6c88660	C	14	16	
N6MobaAI13AISkillInfoXXE	0x6c887d0	0x6c88870	E	7	13	0x720a800
N6MobaAI14PlayerTypeInfoE	0x6c88860	0x6c88900	E	7	13	0x720a800
N6MobaAI16ValueCompareInfoE	0x6c888f0	0x6c88990	E	7	13	0x720a800
N6MobaAI19DistanceCompareInfoE	0x6c88980	0x6c88a20	E	7	13	0x720a800
N6MobaAI21ActorSelectOutPutInfoE	0x6c88a10	0x6c88ab0	E	7	13	0x720a800
N6MobaAI15InteractiveInfoE	0x6c88aa0	0x6c88b40	E	7	13	0x720a800
N6MobaAI18InteractiveNewInfoE	0x6c88b30	0x6c88bd0	E	7	13	0x720a800
N6MobaAI19AttributeOutPutInfoE	0x6c88d00	0x6c88da0	E	7	13	0x720a800
N6MobaAI18CampDataOutPutInfoE	0x6c88d90	0x6c88e30	E	7	13	0x720a800
N6MobaAI15MoveToGrassInfoE	0x6c88e20	0x6c88ec0	E	7	13	0x720a800
N6MobaAI17ConditionParamterE	0x6c88ee0	0x6c88f60	B	6	11	0x720a800
N6MobaAI14ActionParamterE	0x6c88fc0	0x6c89060	E	7	13	0x720a800
N6MobaAI20SimulationMENGSummonE	0x6c89050	0x6c890f0	E	7	13	0x720a800
N11FrameEngine5Logic14HeroHurtedInfoE	0x6c89188	0x6c89218	F	11	13	0x720a890
N11FrameEngine13DataShellListIPNS_5Logic20SkillGemVarParamBaseENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89220	0x6c892c0	E	7	13	0x720a800
N11FrameEngine13DataShellListIhNS_15DataShellConfig9IsDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6c892b0	0x6c89350	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIiPNS_5Logic15AttrTypeBEUnitsENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89360	0x6c893f0	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic13TrackPosParamENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89450	0x6c894f0	E	7	13	0x720a800
N11FrameEngine6Common14RPNAnalyzeDataE	0x6c89588	0x6c89618	F	11	13	0x720a890
N11FrameEngine19DataShellDictionaryImPNS_5Logic13SurrenderDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89640	0x6c896d0	C	10	16	0x720a800
N11FrameEngine13DataShellListImNS_15DataShellConfig9IsDemDataENS1_10IsSyncDataENS1_12NotSharedPtrEEE	0x6c89730	0x6c897d0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic9VoteLogicENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c897c0	0x6c89860	E	7	13	0x720a800
N11FrameEngine19DataShellDictionaryIjPNS_5Logic9ActorBuffENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89870	0x6c89900	C	10	16	0x720a800
N11FrameEngine19DataShellDictionaryIjPNS_5Logic10ActorSkillENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89980	0x6c89a10	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic10ActorSkillENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6c89a70	0x6c89b10	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic10ActorSkillENS_15DataShellConfig9IsDemDataENS4_11NotSyncDataENS4_12NotSharedPtrEEE	0x6c89bc0	0x6c89c50	C	15	16	
N11FrameEngine5Logic36BattlePlayerStatistic_MoneyStatisticE	0x6c89ca8	0x6c89d38	F	7	13	0x720a890
N11FrameEngine19DataShellDictionaryIiPNS_5Logic26BattlePlayerCommercialItemENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89d60	0x6c89df0	C	10	16	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic12RuneStatDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89e50	0x6c89ef0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic18DynamicActiveSkillENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89ee0	0x6c89f80	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic19DynamicPassiveSkillENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c89f70	0x6c8a010	E	7	13	0x720a800
N11FrameEngine5Logic15SkillDamageInfoE	0x6c8a000	0x6c8a0a0	E	8	13	0x720a800
N11FrameEngine5Logic37FlowActionElectrocute_ElectrocuteFlagE	0x6c8a090	0x6c8a130	E	8	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic26SkillGemVarParamSingleAttrENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c8a120	0x6c8a1c0	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic33SkillGemVarParamFormulaSingleDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c8a1b0	0x6c8a250	E	7	13	0x720a800
N11FrameEngine13DataShellListIPNS_5Logic28SkillGemVarParamSkillVarDataENS_15DataShellConfig9IsDemDataENS4_10IsSyncDataENS4_12NotSharedPtrEEE	0x6c8a240	0x6c8a2e0	E	7	13	0x720a800
N11FrameEngine6Common11FixQuadTreeIPNS_5Logic14SamplePointObjENS0_5Fix64EEE	0x6c8a300	0x6c8a380	B	6	11	0x720a800
N11FrameEngine6Common12FixIndexListIPNS0_5SkillEEE	0x6c8a3e0	0x6c8a480	E	7	13	0x720a800
N11FrameEngine6Common12FixIndexListIPNS0_4BuffEEE	0x6c8a470	0x6c8a510	E	7	13	0x720a800
N11FrameEngine6Common12FixIndexListIPNS0_5ActorEEE	0x6c8a500	0x6c8a5a0	E	7	13	0x720a800
N11FrameEngine6Common12FixIndexListIPNS0_10ProjectileEEE	0x6c8a590	0x6c8a630	E	7	13	0x720a800
N11FrameEngine6Common12FixIndexListIPNS0_6PlayerEEE	0x6c8a620	0x6c8a6c0	E	7	13	0x720a800
N11FrameEngine6Common13DictListProxyIPNS0_23SpellBookSkillResObjectEEE	0x6c8a6e0	0x6c8a760	B	6	11	0x720a800
N11FrameEngine6Common13DictListProxyIPNS0_17SkillTipResObjectEEE	0x6c8a7f0	0x6c8a870	B	6	11	0x720a800
N11FrameEngine6Common14LoopSafeCursorIPNS_5Logic18ParallelFlowActionEEE	0x6c8a8d0	0x6c8a970	E	7	13	0x720a800
N11FrameEngine6Common12LoopSafeListIPNS_5Logic18ParallelFlowActionEEE	0x6c8a990	0x6c8aa10	B	6	11	0x720a800
N11FrameEngine6Common14LoopSafeCursorIiEE	0x6c8aa70	0x6c8ab10	E	7	13	0x720a800
N11FrameEngine6Common12LoopSafeListIiEE	0x6c8ab30	0x6c8abb0	B	6	11	0x720a800
	0x6ce3df0	0x6ce3e80	C	16	16	
N11FrameEngine6Common18MonsterAssetObjectE	0x6ce3ec8	0x6ce3f58	F	6	13	0x720a890
	0x6ce4440	0x6ce44d0	C	14	16	
N11FrameEngine6Common24BuffTypeGroupAssetObjectE	0x6ce4710	0x6ce47a0	C	11	16	0x720a800
N11FrameEngine6Common24SkillGemParamValueConfigE	0x6ce48c0	0x6ce4950	C	8	16	0x720a800
	0x6ce5090	0x6ce5120	C	14	16	
	0x6ce5ac0	0x6ce5b50	C	14	16	
	0x6ce64f0	0x6ce6580	C	14	16	
	0x6ce6f20	0x6ce6fb0	C	14	16	
	0x6ce7950	0x6ce79e0	C	14	16	
	0x6ce8380	0x6ce8410	C	14	16	
	0x6ce8b90	0x6ce8c20	C	14	16	
	0x6ce9510	0x6ce95a0	C	14	16	
	0x6ce9b40	0x6ce9bd0	C	14	16	
	0x6cea420	0x6cea4b0	C	14	16	
	0x6ceac30	0x6ceacc0	C	14	16	
	0x6ceb390	0x6ceb420	C	14	16	
	0x6ceb910	0x6ceb9a0	C	14	16	
	0x6cebfd0	0x6cec060	C	14	16	
	0x6cec950	0x6cec9e0	C	14	16	
	0x6ced160	0x6ced1f0	C	14	16	
	0x6ced520	0x6ced5b0	C	15	16	
N11FrameEngine6Common10FlowObjectE	0x6ced608	0x6ced698	F	7	13	0x720a890
	0x6ced9a0	0x6ceda30	C	14	16	
	0x6cee060	0x6cee0f0	C	14	16	
	0x6cee5e0	0x6cee670	C	14	16	
	0x6ceec60	0x6ceecf0	C	16	16	
	0x6cef3f0	0x6cef480	C	16	16	
	0x6cef900	0x6cef990	C	16	16	
N11FrameEngine6Common14SharedVariableE	0x6cefa98	0x6cefb28	F	6	13	0x720a890
	0x6cf0010	0x6cf00a0	C	16	16	
	0x6cf0940	0x6cf09d0	C	16	16	
	0x6cf1220	0x6cf12b0	C	16	16	
	0x6cf1c40	0x6cf1cd0	C	16	16	
	0x6cf2780	0x6cf2810	C	14	16	
	0x6cf2fd0	0x6cf3060	C	14	16	
	0x6cf3750	0x6cf37e0	C	14	16	
	0x6cf3ed0	0x6cf3f60	C	14	16	
	0x6cf4650	0x6cf46e0	C	14	16	
	0x6cf4dd0	0x6cf4e60	C	14	16	
	0x6cf5550	0x6cf55e0	C	14	16	
	0x6cf5cd0	0x6cf5d60	C	14	16	
	0x6cf6450	0x6cf64e0	C	14	16	
	0x6cf6bd0	0x6cf6c60	C	14	16	
	0x6cf7160	0x6cf71f0	C	14	16	
	0x6cf7840	0x6cf78d0	C	14	16	
	0x6cf7fc0	0x6cf8050	C	14	16	
	0x6cf8740	0x6cf87d0	C	14	16	
	0x6cf8ec0	0x6cf8f50	C	14	16	
	0x6cf9640	0x6cf96d0	C	14	16	
	0x6cf9dc0	0x6cf9e50	C	14	16	
	0x6cfa540	0x6cfa5d0	C	14	16	
	0x6cfacc0	0x6cfad50	C	14	16	
	0x6cfb440	0x6cfb4d0	C	14	16	
	0x6cfbbc0	0x6cfbc50	C	14	16	
N11FrameEngine6Common22SkillGemParamRPNConfigE	0x6cfbf80	0x6cfc010	C	8	16	0x720a800
N11FrameEngine6Common15UnitAssetObjectE	0x6cfc0a0	0x6cfc130	C	11	16	0x720a800
N11FrameEngine6Common7RPNBaseE	0x6cfc1c8	0x6cfc240	A	6	11	0x720a800
N11FrameEngine6Common7OperandE	0x6cfc2d8	0x6cfc350	A	6	11	0x720a800
N11FrameEngine6Common12AiSkillLableE	0x6cfc3e8	0x6cfc460	A	6	11	0x720a800
N11FrameEngine6Common12AiSkillLableE	0x6cfc560	0x6cfc5f0	C	16	16	
N11FrameEngine6Common17BulletAssetObjectE	0x6cfc638	0x6cfc6c8	F	6	13	0x720a890
N11FrameEngine6Common17BulletAssetObjectE	0x6cfc770	0x6cfc800	C	16	16	
N11FrameEngine6Common20FreeSkillAssetObjectE	0x6cfc848	0x6cfc8d8	F	6	13	0x720a890
N11FrameEngine6Common10FixNavTileE	0x6cfcc00	0x6cfcc90	C	16	16	0x720a800
N11FrameEngine6Common11FixNavAstarE	0x6cfcd20	0x6cfcdb0	C	11	16	0x720a800
N11FrameEngine6Common13PriorityQueueIPNS0_10FixNavNodeEPNS0_11FixNavAstarEEE	0x6cfce10	0x6cfceb0	E	7	13	0x720a800
N11FrameEngine6Common10FixNavMeshE	0x6cfd1c0	0x6cfd250	C	16	16	0x720a800
	0x6cfd440	0x6cfd4d0	C	15	16	
N11FrameEngine5Logic13FixGameObjectE	0x6cfd598	0x6cfd628	F	7	13	0x720a890
	0x6cfd760	0x6cfd7f0	C	15	16	
N11FrameEngine5Logic12FixObjectMgrE	0x6cfd848	0x6cfd8d8	F	7	13	0x720a890
N11FrameEngine5Logic13FixObjectPoolE	0x6cfd918	0x6cfd990	A	7	11	0x720a800
N11FrameEngine5Logic13FixObjectPoolE	0x6cfdae0	0x6cfdb70	C	15	16	
N11FrameEngine5Logic12FixComponentE	0x6cfdbc8	0x6cfdc58	F	7	13	0x720a890
N11FrameEngine5Logic12FixComponentE	0x6cfdd00	0x6cfdd90	C	16	16	
N11FrameEngine6Common23VirtualSkillAssetObjectE	0x6cfddd8	0x6cfde68	F	6	13	0x720a890
N11FrameEngine6Common15RuneAssetObjectE	0x6cfdea0	0x6cfdf30	C	11	16	0x720a800
N11FrameEngine6Common15RuneAssetObjectE	0x6cfe030	0x6cfe0c0	C	16	16	
N11FrameEngine6Common15BuffAssetObjectE	0x6cfe108	0x6cfe198	F	6	13	0x720a890
N11FrameEngine6Common15BuffAssetObjectE	0x6cfe240	0x6cfe2d0	C	16	16	
N11FrameEngine6Common16SkillAssetObjectE	0x6cfe318	0x6cfe3a8	F	6	13	0x720a890
N11FrameEngine6Common21SkillFieldAssetObjectE	0x6cfe3e0	0x6cfe470	C	11	16	0x720a800
N11FrameEngine6Common21SkillFieldAssetObjectE	0x6cfe570	0x6cfe600	C	16	16	
N11FrameEngine6Common29EvacuateDropSchemeAssetObjectE	0x6cfe648	0x6cfe6d8	F	6	13	0x720a890
N11FrameEngine6Common14SkillAIConfigsE	0x6cfe718	0x6cfe790	A	6	11	0x720a800
N11FrameEngine6Common16EquipAssetObjectE	0x6cfe820	0x6cfe8b0	C	11	16	0x720a800
N11FrameEngine6Common16EquipAssetObjectE	0x6cfe9b0	0x6cfea40	C	16	16	
N11FrameEngine6Common24PreloadCommonAssetObjectE	0x6cfea88	0x6cfeb18	F	6	13	0x720a890
N11FrameEngine6Common20MapConfigAssetObjectE	0x6cfeb50	0x6cfebe0	C	11	16	0x720a800
N11FrameEngine6Common15MarkAssetObjectE	0x6cfec70	0x6cfed00	C	11	16	0x720a800
N11FrameEngine6Common22BattleEventAssetObjectE	0x6cfed90	0x6cfee20	C	11	16	0x720a800
N11FrameEngine6Common17FilterAssetObjectE	0x6cfeeb0	0x6cfef40	C	11	16	0x720a800
N11FrameEngine6Common15BulletResObjectE	0x6cff040	0x6cff0d0	C	8	16	0x720a800
N11FrameEngine5Logic15LuaFrameDataMgrE	0x6cff160	0x6cff1f0	C	11	16	0x720a800
N11FrameEngine5Logic17FEEventRestoreMgrE	0x6cff498	0x6cff510	A	7	11	0x720a800
N11FrameEngine5Extra24LogicBattleAssetExpanderE	0x6cff5a8	0x6cff620	A	6	11	0x720a800
N11FrameEngine5Extra23LogicSkillDataConfigMgrE	0x6cff6b8	0x6cff730	A	6	11	0x720a800
N11FrameEngine5Extra14LogicFlowUtilsE	0x6cff7c8	0x6cff840	A	6	11	0x720a800
N11FrameEngine6Common23IdCommonAssetConfigInfoE	0x6cffa50	0x6cffae0	C	10	16	0x720a800
N11FrameEngine6Common11ResItemBaseE	0x6cffb40	0x6cffbe0	E	2	13	0x720a800
N11FrameEngine6Common7ResItemE	0x6cffb70	0x6cffc00	C	6	16	0x720a800
N11FrameEngine6Common7ResNodeE	0x6cffc00	0x6cffc90	C	4	16	0x720a800
N11FrameEngine6Common7ResNodeE	0x6cffc90	0x6cffd20	C	4	16	0x720a800
N11FrameEngine5Extra28LogicBattleAssetPreloaderMgrE	0x6cffd98	0x6cffe10	A	6	11	0x720a800
N11FrameEngine5Extra17LogicVfsProcessorE	0x6cffea8	0x6cfff20	A	6	11	0x720a800
N11FrameEngine5Extra18LogicResPathParserE	0x6cfffb8	0x6d00030	A	6	11	0x720a800
N11FrameEngine5Extra32LogicBattleAssetDataProcessUtilsE	0x6d000c8	0x6d00140	A	6	11	0x720a800
N11FrameEngine5Extra13LogicVfsUtilsE	0x6d001d8	0x6d00250	A	6	11	0x720a800
N11FrameEngine6Common21IdAssetConfigInfoItemE	0x6d002e8	0x6d00360	A	6	11	0x720a800
N11FrameEngine6Common11ResUsedInfoE	0x6d003f8	0x6d00470	A	6	11	0x720a800
N11FrameEngine6Common20SkillLogicDataConfigE	0x6d00508	0x6d00580	A	6	11	0x720a800
N11FrameEngine6Common17IdAssetConfigInfoE	0x6d00618	0x6d00690	A	6	11	0x720a800
N11FrameEngine6Common16SkillCollectDataE	0x6d00728	0x6d007a0	A	6	11	0x720a800
N11FrameEngine6Common20ActorAssetConfigInfoE	0x6d00838	0x6d008b0	A	6	11	0x720a800
N11FrameEngine6Common16ParsedRecordItemE	0x6d00948	0x6d009c0	A	6	11	0x720a800
N11FrameEngine5Extra11RpnCacheMgrE	0x6d00a58	0x6d00ad0	A	6	11	0x720a800
N11FrameEngine5Extra30LogicBattleAssetPreloaderUtilsE	0x6d00b68	0x6d00be0	A	6	11	0x720a800
N11FrameEngine5Extra13LogicFlowPoolE	0x6d00c78	0x6d00cf0	A	6	11	0x720a800
N11FrameEngine5Extra25LogicBattleAssetPreloaderE	0x6d00d88	0x6d00e00	A	6	11	0x720a800
N11FrameEngine5Extra20LogicResHitStatisticE	0x6d00e98	0x6d00f10	A	6	11	0x720a800
N11FrameEngine16FEDriveEntryBaseE	0x6d01000	0x6d01090	C	16	16	0x720a800
N11FrameEngine22TransformValueAndBytesE	0x6d01128	0x6d011a0	A	6	11	0x720a800
N11FrameEngine13NoDiscardNodeE	0x6d013a8	0x6d01420	A	6	11	0x720a800
N11FrameEngine19DemDataBuffFreeListE	0x6d014b8	0x6d01530	A	7	11	0x720a800
N11FrameEngine15TraceRingBufferE	0x6d015c8	0x6d01640	A	6	11	0x720a800
N11FrameEngine18JitterSmoothPolicyE	0x6d01780	0x6d01810	C	13	16	0x720a890
N11FrameEngine18JitterSmoothPolicyE	0x6d01808	0x6d01898	F	2	13	0x720a890
N11FrameEngine18JitterBufferPolicyE	0x6d019a0	0x6d01a30	C	13	16	0x720a890
N11FrameEngine18JitterBufferPolicyE	0x6d01a28	0x6d01ab8	F	2	13	0x720a890
N11FrameEngine22LinearRegressionPolicyE	0x6d01b90	0x6d01c20	C	13	16	0x720a890
N11FrameEngine22LinearRegressionPolicyE	0x6d01c18	0x6d01ca8	F	2	13	0x720a890
N11FrameEngine14StrInBattleMgrE	0x6d01d08	0x6d01d80	A	7	11	0x720a800
N11FrameEngine6Common11BattlefieldE	0x6d01e18	0x6d01e90	A	7	11	0x720a800
N11FrameEngine6Common12SkillManagerE	0x6d01f28	0x6d01fa0	A	7	11	0x720a800
N11FrameEngine6Common11GameUnitMgrE	0x6d02038	0x6d020b0	A	7	11	0x720a800
N11FrameEngine6Common11GameUnitMgrE	0x6d021c0	0x6d02250	C	16	16	
N11FrameEngine6Common8GameUnitE	0x6d022a8	0x6d02338	F	7	13	0x720a890
	0x6d024f0	0x6d02580	C	16	16	
N11FrameEngine6Common17ProjectileManagerE	0x6d02688	0x6d02700	A	7	11	0x720a800
N11FrameEngine6Common7GameAPIE	0x6d02798	0x6d02810	A	7	11	0x720a800
N11FrameEngine6Common11BuffManagerE	0x6d028a8	0x6d02920	A	7	11	0x720a800
	0x6d02b30	0x6d02bc0	C	16	16	
N11FrameEngine6Common12ActorManagerE	0x6d02cc8	0x6d02d40	A	7	11	0x720a800
N11FrameEngine6Common9AnimationE	0x6d02dd8	0x6d02e50	A	7	11	0x720a800
N11FrameEngine6Common19EventManagerAdapterE	0x6d02ee8	0x6d02f60	A	7	11	0x720a800
N11FrameEngine6Common15LgcEventAdapterE	0x6d030a0	0x6d03130	C	11	16	0x720a800
N11FrameEngine6Common17ActorEventAdapterE	0x6d03270	0x6d03300	C	11	16	0x720a800
	0x6d03510	0x6d035a0	C	16	16	
N11FrameEngine6Common13PlayerManagerE	0x6d036a8	0x6d03720	A	7	11	0x720a800
N11FrameEngine16BehaviorDesigner16SimpleBevTreeMgrE	0x6d037b8	0x6d03830	A	6	11	0x720a800
N11FrameEngine16BehaviorDesigner21ConditionalReevaluateE	0x6d038c8	0x6d03940	A	6	11	0x720a800
N11FrameEngine16BehaviorDesigner11ConditionalE	0x6d03b60	0x6d03bf0	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner14SuccessForOnceE	0x6d03f10	0x6d03fa0	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner8RepeaterE	0x6d04520	0x6d045b0	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner9DecoratorE	0x6d049b0	0x6d04a40	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner13ReturnFailureE	0x6d04fc0	0x6d05050	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner13ReturnSuccessE	0x6d055d0	0x6d05660	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner9InterruptE	0x6d05be0	0x6d05c70	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner8InverterE	0x6d061f0	0x6d06280	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner12UntilFailureE	0x6d06800	0x6d06890	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner12UntilSuccessE	0x6d06e10	0x6d06ea0	C	16	16	0x720a800
	0x6d07040	0x6d070d0	C	15	16	
N11FrameEngine16BehaviorDesigner14BehaviorSourceE	0x6d07178	0x6d07208	F	11	13	0x720a890
N11FrameEngine16BehaviorDesigner4TaskE	0x6d072f0	0x6d07380	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner10ParentTaskE	0x6d07610	0x6d076a0	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner15GenericVariableE	0x6d07738	0x6d077b0	A	6	11	0x720a800
N11FrameEngine16BehaviorDesigner9EntryTaskE	0x6d07bb0	0x6d07c40	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner8SelectorE	0x6d081c0	0x6d08250	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner14IfElseSelectorE	0x6d087d0	0x6d08860	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner8SequenceE	0x6d08de0	0x6d08e70	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner9CompositeE	0x6d09270	0x6d09300	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner6ActionE	0x6d09520	0x6d095b0	C	16	16	0x720a800
N11FrameEngine16BehaviorDesigner21BehaviorTreeReferenceE	0x6d099e0	0x6d09a70	C	16	16	0x720a800
